question,segment_type,segment_description,answer,count,percentage
Best stories on Snapchat discover?,University,Stanford University,Comedy Central,4,0.16
Best stories on Snapchat discover?,University,Stanford University,People,0,0.0
Best stories on Snapchat discover?,University,Stanford University,ESPN,2,0.08
Best stories on Snapchat discover?,University,Stanford University,Cosmo,2,0.08
Best stories on Snapchat discover?,University,Stanford University,Never watched those / other,6,0.24
Best stories on Snapchat discover?,University,Ohio State University,Daily Mail,4,0.154
Best stories on Snapchat discover?,University,Ohio State University,Vice,3,0.115
Best stories on Snapchat discover?,University,Ohio State University,Buzzfeed,3,0.115
Best stories on Snapchat discover?,University,Ohio State University,Comedy Central,1,0.038
Best stories on Snapchat discover?,University,Ohio State University,People,0,0.0
Best stories on Snapchat discover?,University,Ohio State University,ESPN,6,0.231
Best stories on Snapchat discover?,University,Ohio State University,Cosmo,5,0.192
Best stories on Snapchat discover?,University,Ohio State University,Never watched those / other,4,0.154
Best stories on Snapchat discover?,University,Johns Hopkins University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Johns Hopkins University,Vice,3,0.12
Best stories on Snapchat discover?,University,Johns Hopkins University,Buzzfeed,6,0.24
Best stories on Snapchat discover?,University,Johns Hopkins University,Comedy Central,1,0.04
Best stories on Snapchat discover?,University,Johns Hopkins University,People,0,0.0
Best stories on Snapchat discover?,University,Johns Hopkins University,ESPN,8,0.32
Best stories on Snapchat discover?,University,Johns Hopkins University,Cosmo,3,0.12
Best stories on Snapchat discover?,University,Johns Hopkins University,Never watched those / other,4,0.16
Best stories on Snapchat discover?,University,"University of California, Berkeley",Daily Mail,1,0.023
Best stories on Snapchat discover?,University,"University of California, Berkeley",Vice,3,0.068
Best stories on Snapchat discover?,University,"University of California, Berkeley",Buzzfeed,10,0.227
Best stories on Snapchat discover?,University,"University of California, Berkeley",Comedy Central,5,0.114
Best stories on Snapchat discover?,University,"University of California, Berkeley",People,0,0.0
Best stories on Snapchat discover?,University,"University of California, Berkeley",ESPN,2,0.045
Best stories on Snapchat discover?,University,"University of California, Berkeley",Cosmo,7,0.159
Best stories on Snapchat discover?,University,"University of California, Berkeley",Never watched those / other,16,0.364
Best stories on Snapchat discover?,University,San Jose State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,San Jose State University,Vice,0,0.0
Best stories on Snapchat discover?,University,San Jose State University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,San Jose State University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,San Jose State University,People,0,0.0
Best stories on Snapchat discover?,University,San Jose State University,ESPN,0,0.0
Best stories on Snapchat discover?,University,San Jose State University,Cosmo,1,1.0
Best stories on Snapchat discover?,University,San Jose State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Marquette University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Marquette University,Vice,0,0.0
Best stories on Snapchat discover?,University,Marquette University,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Marquette University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Marquette University,People,0,0.0
Best stories on Snapchat discover?,University,Marquette University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Marquette University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Marquette University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Cox Mill High School,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Cox Mill High School,Vice,0,0.0
Best stories on Snapchat discover?,University,Cox Mill High School,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Cox Mill High School,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Cox Mill High School,People,0,0.0
Best stories on Snapchat discover?,University,Cox Mill High School,ESPN,0,0.0
Best stories on Snapchat discover?,University,Cox Mill High School,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Cox Mill High School,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,Boston College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Boston College,Vice,0,0.0
Best stories on Snapchat discover?,University,Boston College,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,Boston College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Boston College,People,0,0.0
Best stories on Snapchat discover?,University,Boston College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Boston College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Boston College,Never watched those / other,1,0.5
Best stories on Snapchat discover?,University,Eastern Michigan University,Daily Mail,1,1.0
Best stories on Snapchat discover?,University,Eastern Michigan University,Vice,0,0.0
Best stories on Snapchat discover?,University,Eastern Michigan University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Eastern Michigan University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Eastern Michigan University,People,0,0.0
Best stories on Snapchat discover?,University,Eastern Michigan University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Eastern Michigan University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Eastern Michigan University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Southeastern Community College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Southeastern Community College,Vice,0,0.0
Best stories on Snapchat discover?,University,Southeastern Community College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Southeastern Community College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Southeastern Community College,People,0,0.0
Best stories on Snapchat discover?,University,Southeastern Community College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Southeastern Community College,Cosmo,1,1.0
Best stories on Snapchat discover?,University,Southeastern Community College,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Brigham Young University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Brigham Young University,Vice,0,0.0
Best stories on Snapchat discover?,University,Brigham Young University,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,Brigham Young University,Comedy Central,1,0.5
Best stories on Snapchat discover?,University,Brigham Young University,People,0,0.0
Best stories on Snapchat discover?,University,Brigham Young University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Brigham Young University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Brigham Young University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Chico State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Chico State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Chico State University,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,Chico State University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Chico State University,People,0,0.0
Best stories on Snapchat discover?,University,Chico State University,ESPN,1,0.5
Best stories on Snapchat discover?,University,Chico State University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Chico State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Florida Atlantic University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Florida Atlantic University,Vice,0,0.0
Best stories on Snapchat discover?,University,Florida Atlantic University,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Florida Atlantic University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Florida Atlantic University,People,0,0.0
Best stories on Snapchat discover?,University,Florida Atlantic University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Florida Atlantic University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Florida Atlantic University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Union High School,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Union High School,Vice,0,0.0
Best stories on Snapchat discover?,University,Union High School,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Union High School,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Union High School,People,0,0.0
Best stories on Snapchat discover?,University,Union High School,ESPN,0,0.0
Best stories on Snapchat discover?,University,Union High School,Cosmo,1,1.0
Best stories on Snapchat discover?,University,Union High School,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Texas Woman's University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Texas Woman's University,Vice,1,1.0
Best stories on Snapchat discover?,University,Texas Woman's University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Texas Woman's University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Texas Woman's University,People,0,0.0
Best stories on Snapchat discover?,University,Texas Woman's University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Texas Woman's University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Texas Woman's University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of St. Thomas,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of St. Thomas,Vice,0,0.0
Best stories on Snapchat discover?,University,University of St. Thomas,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,University of St. Thomas,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of St. Thomas,People,0,0.0
Best stories on Snapchat discover?,University,University of St. Thomas,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of St. Thomas,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of St. Thomas,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Ngee Ann Polytechnic,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Ngee Ann Polytechnic,Vice,0,0.0
Best stories on Snapchat discover?,University,Ngee Ann Polytechnic,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Ngee Ann Polytechnic,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Ngee Ann Polytechnic,People,0,0.0
Best stories on Snapchat discover?,University,Ngee Ann Polytechnic,ESPN,0,0.0
Best stories on Snapchat discover?,University,Ngee Ann Polytechnic,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Ngee Ann Polytechnic,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,Seneca College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Seneca College,Vice,0,0.0
Best stories on Snapchat discover?,University,Seneca College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Seneca College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Seneca College,People,0,0.0
Best stories on Snapchat discover?,University,Seneca College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Seneca College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Seneca College,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,Georgia State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Georgia State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Georgia State University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Georgia State University,Comedy Central,1,1.0
Best stories on Snapchat discover?,University,Georgia State University,People,0,0.0
Best stories on Snapchat discover?,University,Georgia State University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Georgia State University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Georgia State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Nebraska Omaha,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Nebraska Omaha,Vice,1,0.5
Best stories on Snapchat discover?,University,University of Nebraska Omaha,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,University of Nebraska Omaha,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Nebraska Omaha,People,0,0.0
Best stories on Snapchat discover?,University,University of Nebraska Omaha,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Nebraska Omaha,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of Nebraska Omaha,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Columbia University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Columbia University,Vice,0,0.0
Best stories on Snapchat discover?,University,Columbia University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Columbia University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Columbia University,People,0,0.0
Best stories on Snapchat discover?,University,Columbia University,ESPN,1,1.0
Best stories on Snapchat discover?,University,Columbia University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Columbia University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,"University of California, Santa Barbara",Daily Mail,0,0.0
Best stories on Snapchat discover?,University,"University of California, Santa Barbara",Vice,0,0.0
Best stories on Snapchat discover?,University,"University of California, Santa Barbara",Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,"University of California, Santa Barbara",Comedy Central,0,0.0
Best stories on Snapchat discover?,University,"University of California, Santa Barbara",People,0,0.0
Best stories on Snapchat discover?,University,"University of California, Santa Barbara",ESPN,0,0.0
Best stories on Snapchat discover?,University,"University of California, Santa Barbara",Cosmo,1,1.0
Best stories on Snapchat discover?,University,"University of California, Santa Barbara",Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Hope College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Hope College,Vice,0,0.0
Best stories on Snapchat discover?,University,Hope College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Hope College,Comedy Central,1,1.0
Best stories on Snapchat discover?,University,Hope College,People,0,0.0
Best stories on Snapchat discover?,University,Hope College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Hope College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Hope College,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Pittsburgh,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Pittsburgh,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Pittsburgh,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,University of Pittsburgh,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Pittsburgh,People,0,0.0
Best stories on Snapchat discover?,University,University of Pittsburgh,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Pittsburgh,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of Pittsburgh,Never watched those / other,1,0.5
Best stories on Snapchat discover?,University,Vassar College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Vassar College,Vice,0,0.0
Best stories on Snapchat discover?,University,Vassar College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Vassar College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Vassar College,People,0,0.0
Best stories on Snapchat discover?,University,Vassar College,ESPN,1,1.0
Best stories on Snapchat discover?,University,Vassar College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Vassar College,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Clemson University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Clemson University,Vice,0,0.0
Best stories on Snapchat discover?,University,Clemson University,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,Clemson University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Clemson University,People,0,0.0
Best stories on Snapchat discover?,University,Clemson University,ESPN,1,0.5
Best stories on Snapchat discover?,University,Clemson University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Clemson University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Arizona State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Arizona State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Arizona State University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Arizona State University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Arizona State University,People,0,0.0
Best stories on Snapchat discover?,University,Arizona State University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Arizona State University,Cosmo,1,1.0
Best stories on Snapchat discover?,University,Arizona State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Orange Coast College,Daily Mail,1,0.5
Best stories on Snapchat discover?,University,Orange Coast College,Vice,0,0.0
Best stories on Snapchat discover?,University,Orange Coast College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Orange Coast College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Orange Coast College,People,0,0.0
Best stories on Snapchat discover?,University,Orange Coast College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Orange Coast College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Orange Coast College,Never watched those / other,1,0.5
Best stories on Snapchat discover?,University,Marshall University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Marshall University,Vice,0,0.0
Best stories on Snapchat discover?,University,Marshall University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Marshall University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Marshall University,People,0,0.0
Best stories on Snapchat discover?,University,Marshall University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Marshall University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Marshall University,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,The Juilliard School,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,The Juilliard School,Vice,0,0.0
Best stories on Snapchat discover?,University,The Juilliard School,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,The Juilliard School,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,The Juilliard School,People,0,0.0
Best stories on Snapchat discover?,University,The Juilliard School,ESPN,0,0.0
Best stories on Snapchat discover?,University,The Juilliard School,Cosmo,1,1.0
Best stories on Snapchat discover?,University,The Juilliard School,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Colgate University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Colgate University,Vice,0,0.0
Best stories on Snapchat discover?,University,Colgate University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Colgate University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Colgate University,People,0,0.0
Best stories on Snapchat discover?,University,Colgate University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Colgate University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Colgate University,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,East Carolina University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,East Carolina University,Vice,0,0.0
Best stories on Snapchat discover?,University,East Carolina University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,East Carolina University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,East Carolina University,People,0,0.0
Best stories on Snapchat discover?,University,East Carolina University,ESPN,1,0.5
Best stories on Snapchat discover?,University,East Carolina University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,East Carolina University,Never watched those / other,1,0.5
Best stories on Snapchat discover?,University,Depauw University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Depauw University,Vice,1,1.0
Best stories on Snapchat discover?,University,Depauw University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Depauw University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Depauw University,People,0,0.0
Best stories on Snapchat discover?,University,Depauw University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Depauw University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Depauw University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,California State University Los Angeles,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,California State University Los Angeles,Vice,0,0.0
Best stories on Snapchat discover?,University,California State University Los Angeles,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,California State University Los Angeles,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,California State University Los Angeles,People,0,0.0
Best stories on Snapchat discover?,University,California State University Los Angeles,ESPN,0,0.0
Best stories on Snapchat discover?,University,California State University Los Angeles,Cosmo,0,0.0
Best stories on Snapchat discover?,University,California State University Los Angeles,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Sam Houston State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Sam Houston State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Sam Houston State University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Sam Houston State University,Comedy Central,1,1.0
Best stories on Snapchat discover?,University,Sam Houston State University,People,0,0.0
Best stories on Snapchat discover?,University,Sam Houston State University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Sam Houston State University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Sam Houston State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Queens University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Queens University,Vice,0,0.0
Best stories on Snapchat discover?,University,Queens University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Queens University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Queens University,People,0,0.0
Best stories on Snapchat discover?,University,Queens University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Queens University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Queens University,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,Brandeis University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Brandeis University,Vice,0,0.0
Best stories on Snapchat discover?,University,Brandeis University,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Brandeis University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Brandeis University,People,0,0.0
Best stories on Snapchat discover?,University,Brandeis University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Brandeis University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Brandeis University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Montgomery College,Daily Mail,1,1.0
Best stories on Snapchat discover?,University,Montgomery College,Vice,0,0.0
Best stories on Snapchat discover?,University,Montgomery College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Montgomery College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Montgomery College,People,0,0.0
Best stories on Snapchat discover?,University,Montgomery College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Montgomery College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Montgomery College,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Northern Iowa,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Northern Iowa,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Northern Iowa,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,University of Northern Iowa,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Northern Iowa,People,0,0.0
Best stories on Snapchat discover?,University,University of Northern Iowa,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Northern Iowa,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of Northern Iowa,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Wheaton College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Wheaton College,Vice,0,0.0
Best stories on Snapchat discover?,University,Wheaton College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Wheaton College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Wheaton College,People,0,0.0
Best stories on Snapchat discover?,University,Wheaton College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Wheaton College,Cosmo,1,1.0
Best stories on Snapchat discover?,University,Wheaton College,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Saginaw Valley State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Saginaw Valley State University,Vice,1,1.0
Best stories on Snapchat discover?,University,Saginaw Valley State University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Saginaw Valley State University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Saginaw Valley State University,People,0,0.0
Best stories on Snapchat discover?,University,Saginaw Valley State University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Saginaw Valley State University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Saginaw Valley State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Smith College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Smith College,Vice,0,0.0
Best stories on Snapchat discover?,University,Smith College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Smith College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Smith College,People,0,0.0
Best stories on Snapchat discover?,University,Smith College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Smith College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Smith College,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,Blinn College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Blinn College,Vice,0,0.0
Best stories on Snapchat discover?,University,Blinn College,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,Blinn College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Blinn College,People,0,0.0
Best stories on Snapchat discover?,University,Blinn College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Blinn College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Blinn College,Never watched those / other,1,0.5
Best stories on Snapchat discover?,University,Gustavus Adolphus College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Gustavus Adolphus College,Vice,0,0.0
Best stories on Snapchat discover?,University,Gustavus Adolphus College,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Gustavus Adolphus College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Gustavus Adolphus College,People,0,0.0
Best stories on Snapchat discover?,University,Gustavus Adolphus College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Gustavus Adolphus College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Gustavus Adolphus College,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Tulane University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Tulane University,Vice,0,0.0
Best stories on Snapchat discover?,University,Tulane University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Tulane University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Tulane University,People,0,0.0
Best stories on Snapchat discover?,University,Tulane University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Tulane University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Tulane University,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,University of Dayton,Daily Mail,2,0.5
Best stories on Snapchat discover?,University,University of Dayton,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Dayton,Buzzfeed,1,0.25
Best stories on Snapchat discover?,University,University of Dayton,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Dayton,People,0,0.0
Best stories on Snapchat discover?,University,University of Dayton,ESPN,1,0.25
Best stories on Snapchat discover?,University,University of Dayton,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of Dayton,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,College of Southern Nevada,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,College of Southern Nevada,Vice,1,1.0
Best stories on Snapchat discover?,University,College of Southern Nevada,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,College of Southern Nevada,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,College of Southern Nevada,People,0,0.0
Best stories on Snapchat discover?,University,College of Southern Nevada,ESPN,0,0.0
Best stories on Snapchat discover?,University,College of Southern Nevada,Cosmo,0,0.0
Best stories on Snapchat discover?,University,College of Southern Nevada,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Carleton University,Daily Mail,1,0.071
Best stories on Snapchat discover?,University,Carleton University,Vice,1,0.071
Best stories on Snapchat discover?,University,Carleton University,Buzzfeed,8,0.571
Best stories on Snapchat discover?,University,Carleton University,Comedy Central,1,0.071
Best stories on Snapchat discover?,University,Carleton University,People,0,0.0
Best stories on Snapchat discover?,University,Carleton University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Carleton University,Cosmo,2,0.143
Best stories on Snapchat discover?,University,Carleton University,Never watched those / other,1,0.071
Best stories on Snapchat discover?,University,Towson University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Towson University,Vice,0,0.0
Best stories on Snapchat discover?,University,Towson University,Buzzfeed,1,0.333
Best stories on Snapchat discover?,University,Towson University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Towson University,People,0,0.0
Best stories on Snapchat discover?,University,Towson University,ESPN,1,0.333
Best stories on Snapchat discover?,University,Towson University,Cosmo,1,0.333
Best stories on Snapchat discover?,University,Towson University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Irvine Union School District,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Irvine Union School District,Vice,0,0.0
