question,segment_type,segment_description,answer,count,percentage
Best stories on Snapchat discover?,Custom,closely identify as? White,ESPN,424,0.154
Best stories on Snapchat discover?,Custom,closely identify as? White,Cosmo,388,0.141
Best stories on Snapchat discover?,Custom,closely identify as? White,Never watched those / other,645,0.234
Best stories on Snapchat discover?,Custom,closely identify as? Black,Daily Mail,16,0.068
Best stories on Snapchat discover?,Custom,closely identify as? Black,Vice,22,0.093
Best stories on Snapchat discover?,Custom,closely identify as? Black,Buzzfeed,57,0.242
Best stories on Snapchat discover?,Custom,closely identify as? Black,Comedy Central,16,0.068
Best stories on Snapchat discover?,Custom,closely identify as? Black,People,3,0.013
Best stories on Snapchat discover?,Custom,closely identify as? Black,ESPN,41,0.174
Best stories on Snapchat discover?,Custom,closely identify as? Black,Cosmo,27,0.114
Best stories on Snapchat discover?,Custom,closely identify as? Black,Never watched those / other,54,0.229
Best stories on Snapchat discover?,Custom,What's your leaning? Liberal 🔷,Daily Mail,81,0.051
Best stories on Snapchat discover?,Custom,What's your leaning? Liberal 🔷,Vice,150,0.094
Best stories on Snapchat discover?,Custom,What's your leaning? Liberal 🔷,Buzzfeed,496,0.312
Best stories on Snapchat discover?,Custom,What's your leaning? Liberal 🔷,Comedy Central,109,0.069
Best stories on Snapchat discover?,Custom,What's your leaning? Liberal 🔷,People,25,0.016
Best stories on Snapchat discover?,Custom,What's your leaning? Liberal 🔷,ESPN,128,0.08
Best stories on Snapchat discover?,Custom,What's your leaning? Liberal 🔷,Cosmo,239,0.15
Best stories on Snapchat discover?,Custom,What's your leaning? Liberal 🔷,Never watched those / other,363,0.228
Best stories on Snapchat discover?,Custom,I'm in? Other,Daily Mail,8,0.078
Best stories on Snapchat discover?,Custom,I'm in? Other,Vice,5,0.049
Best stories on Snapchat discover?,Custom,I'm in? Other,Buzzfeed,28,0.272
Best stories on Snapchat discover?,Custom,I'm in? Other,Comedy Central,11,0.107
Best stories on Snapchat discover?,Custom,I'm in? Other,People,0,0.0
Best stories on Snapchat discover?,Custom,I'm in? Other,ESPN,16,0.155
Best stories on Snapchat discover?,Custom,I'm in? Other,Cosmo,8,0.078
Best stories on Snapchat discover?,Custom,I'm in? Other,Never watched those / other,27,0.262
Best stories on Snapchat discover?,Custom,What's your leaning? Conservative 🐘,Daily Mail,84,0.049
Best stories on Snapchat discover?,Custom,What's your leaning? Conservative 🐘,Vice,107,0.063
Best stories on Snapchat discover?,Custom,What's your leaning? Conservative 🐘,Buzzfeed,354,0.208
Best stories on Snapchat discover?,Custom,What's your leaning? Conservative 🐘,Comedy Central,176,0.104
Best stories on Snapchat discover?,Custom,What's your leaning? Conservative 🐘,People,32,0.019
Best stories on Snapchat discover?,Custom,What's your leaning? Conservative 🐘,ESPN,354,0.208
Best stories on Snapchat discover?,Custom,What's your leaning? Conservative 🐘,Cosmo,219,0.129
Best stories on Snapchat discover?,Custom,What's your leaning? Conservative 🐘,Never watched those / other,374,0.22
Best stories on Snapchat discover?,Custom,What's your major? Business/Econ/Finance,Daily Mail,17,0.062
Best stories on Snapchat discover?,Custom,What's your major? Business/Econ/Finance,Vice,24,0.088
Best stories on Snapchat discover?,Custom,What's your major? Business/Econ/Finance,Buzzfeed,50,0.183
Best stories on Snapchat discover?,Custom,What's your major? Business/Econ/Finance,Comedy Central,27,0.099
Best stories on Snapchat discover?,Custom,What's your major? Business/Econ/Finance,People,4,0.015
Best stories on Snapchat discover?,Custom,What's your major? Business/Econ/Finance,ESPN,50,0.183
Best stories on Snapchat discover?,Custom,What's your major? Business/Econ/Finance,Cosmo,36,0.132
Best stories on Snapchat discover?,Custom,What's your major? Business/Econ/Finance,Never watched those / other,65,0.238
Best stories on Snapchat discover?,Custom,you a virgin? Yes,Daily Mail,108,0.066
Best stories on Snapchat discover?,Custom,you a virgin? Yes,Vice,99,0.061
Best stories on Snapchat discover?,Custom,you a virgin? Yes,Buzzfeed,506,0.311
Best stories on Snapchat discover?,Custom,you a virgin? Yes,Comedy Central,132,0.081
Best stories on Snapchat discover?,Custom,you a virgin? Yes,People,29,0.018
Best stories on Snapchat discover?,Custom,you a virgin? Yes,ESPN,196,0.121
Best stories on Snapchat discover?,Custom,you a virgin? Yes,Cosmo,180,0.111
Best stories on Snapchat discover?,Custom,you a virgin? Yes,Never watched those / other,376,0.231
Best stories on Snapchat discover?,Custom,What's your leaning? In-between,Daily Mail,83,0.055
Best stories on Snapchat discover?,Custom,What's your leaning? In-between,Vice,112,0.074
Best stories on Snapchat discover?,Custom,What's your leaning? In-between,Buzzfeed,400,0.266
Best stories on Snapchat discover?,Custom,What's your leaning? In-between,Comedy Central,126,0.084
Best stories on Snapchat discover?,Custom,What's your leaning? In-between,People,28,0.019
Best stories on Snapchat discover?,Custom,What's your leaning? In-between,ESPN,224,0.149
Best stories on Snapchat discover?,Custom,What's your leaning? In-between,Cosmo,164,0.109
Best stories on Snapchat discover?,Custom,What's your leaning? In-between,Never watched those / other,369,0.245
Best stories on Snapchat discover?,Custom,in Greek life? Yes but regretting it,Daily Mail,5,0.038
Best stories on Snapchat discover?,Custom,in Greek life? Yes but regretting it,Vice,11,0.084
Best stories on Snapchat discover?,Custom,in Greek life? Yes but regretting it,Buzzfeed,26,0.198
Best stories on Snapchat discover?,Custom,in Greek life? Yes but regretting it,Comedy Central,13,0.099
Best stories on Snapchat discover?,Custom,in Greek life? Yes but regretting it,People,2,0.015
Best stories on Snapchat discover?,Custom,in Greek life? Yes but regretting it,ESPN,16,0.122
Best stories on Snapchat discover?,Custom,in Greek life? Yes but regretting it,Cosmo,22,0.168
Best stories on Snapchat discover?,Custom,in Greek life? Yes but regretting it,Never watched those / other,36,0.275
Best stories on Snapchat discover?,Custom,in Greek life? Yes!,Daily Mail,77,0.054
Best stories on Snapchat discover?,Custom,in Greek life? Yes!,Vice,111,0.078
Best stories on Snapchat discover?,Custom,in Greek life? Yes!,Buzzfeed,317,0.224
Best stories on Snapchat discover?,Custom,in Greek life? Yes!,Comedy Central,110,0.078
Best stories on Snapchat discover?,Custom,in Greek life? Yes!,People,18,0.013
Best stories on Snapchat discover?,Custom,in Greek life? Yes!,ESPN,226,0.16
Best stories on Snapchat discover?,Custom,in Greek life? Yes!,Cosmo,223,0.157
Best stories on Snapchat discover?,Custom,in Greek life? Yes!,Never watched those / other,334,0.236
Best stories on Snapchat discover?,Custom,student loan debt? No,Daily Mail,187,0.054
Best stories on Snapchat discover?,Custom,student loan debt? No,Vice,244,0.071
Best stories on Snapchat discover?,Custom,student loan debt? No,Buzzfeed,865,0.251
Best stories on Snapchat discover?,Custom,student loan debt? No,Comedy Central,287,0.083
Best stories on Snapchat discover?,Custom,student loan debt? No,People,73,0.021
Best stories on Snapchat discover?,Custom,student loan debt? No,ESPN,495,0.144
Best stories on Snapchat discover?,Custom,student loan debt? No,Cosmo,453,0.132
Best stories on Snapchat discover?,Custom,student loan debt? No,Never watched those / other,836,0.243
Best stories on Snapchat discover?,Custom,What's your GPA? 2.0 to 3.0,Daily Mail,54,0.051
Best stories on Snapchat discover?,Custom,What's your GPA? 2.0 to 3.0,Vice,87,0.082
Best stories on Snapchat discover?,Custom,What's your GPA? 2.0 to 3.0,Buzzfeed,259,0.243
Best stories on Snapchat discover?,Custom,What's your GPA? 2.0 to 3.0,Comedy Central,104,0.098
Best stories on Snapchat discover?,Custom,What's your GPA? 2.0 to 3.0,People,23,0.022
Best stories on Snapchat discover?,Custom,What's your GPA? 2.0 to 3.0,ESPN,168,0.158
Best stories on Snapchat discover?,Custom,What's your GPA? 2.0 to 3.0,Cosmo,123,0.116
Best stories on Snapchat discover?,Custom,What's your GPA? 2.0 to 3.0,Never watched those / other,246,0.231
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Other,Daily Mail,5,0.072
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Other,Vice,7,0.101
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Other,Buzzfeed,18,0.261
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Other,Comedy Central,6,0.087
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Other,People,2,0.029
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Other,ESPN,6,0.087
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Other,Cosmo,8,0.116
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Other,Never watched those / other,17,0.246
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? AT&T,Daily Mail,22,0.043
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? AT&T,Vice,32,0.062
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? AT&T,Buzzfeed,131,0.255
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? AT&T,Comedy Central,36,0.07
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? AT&T,People,11,0.021
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? AT&T,ESPN,75,0.146
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? AT&T,Cosmo,74,0.144
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? AT&T,Never watched those / other,133,0.259
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? T-Mobile,Daily Mail,5,0.041
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? T-Mobile,Vice,10,0.083
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? T-Mobile,Buzzfeed,39,0.322
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? T-Mobile,Comedy Central,7,0.058
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? T-Mobile,People,4,0.033
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? T-Mobile,ESPN,14,0.116
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? T-Mobile,Cosmo,11,0.091
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? T-Mobile,Never watched those / other,31,0.256
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Sprint,Daily Mail,6,0.044
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Sprint,Vice,16,0.117
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Sprint,Buzzfeed,36,0.263
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Sprint,Comedy Central,12,0.088
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Sprint,People,1,0.007
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Sprint,ESPN,24,0.175
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Sprint,Cosmo,21,0.153
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Sprint,Never watched those / other,21,0.153
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Verizon,Daily Mail,26,0.039
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Verizon,Vice,46,0.069
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Verizon,Buzzfeed,159,0.24
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Verizon,Comedy Central,52,0.078
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Verizon,People,13,0.02
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Verizon,ESPN,100,0.151
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Verizon,Cosmo,91,0.137
Best stories on Snapchat discover?,Custom,provider (comment recommendations)? Verizon,Never watched those / other,176,0.265
Best stories on Snapchat discover?,Custom,own a car? I share a family members,Daily Mail,11,0.039
Best stories on Snapchat discover?,Custom,own a car? I share a family members,Vice,17,0.061
Best stories on Snapchat discover?,Custom,own a car? I share a family members,Buzzfeed,77,0.276
Best stories on Snapchat discover?,Custom,own a car? I share a family members,Comedy Central,28,0.1
Best stories on Snapchat discover?,Custom,own a car? I share a family members,People,7,0.025
Best stories on Snapchat discover?,Custom,own a car? I share a family members,ESPN,41,0.147
Best stories on Snapchat discover?,Custom,own a car? I share a family members,Cosmo,26,0.093
Best stories on Snapchat discover?,Custom,own a car? I share a family members,Never watched those / other,72,0.258
Best stories on Snapchat discover?,Custom,own a car? Lease,Daily Mail,1,0.031
Best stories on Snapchat discover?,Custom,own a car? Lease,Vice,4,0.125
Best stories on Snapchat discover?,Custom,own a car? Lease,Buzzfeed,7,0.219
Best stories on Snapchat discover?,Custom,own a car? Lease,Comedy Central,1,0.031
Best stories on Snapchat discover?,Custom,own a car? Lease,People,0,0.0
Best stories on Snapchat discover?,Custom,own a car? Lease,ESPN,5,0.156
Best stories on Snapchat discover?,Custom,own a car? Lease,Cosmo,5,0.156
Best stories on Snapchat discover?,Custom,own a car? Lease,Never watched those / other,9,0.281
Best stories on Snapchat discover?,Custom,own a car? No,Daily Mail,20,0.041
Best stories on Snapchat discover?,Custom,own a car? No,Vice,36,0.074
Best stories on Snapchat discover?,Custom,own a car? No,Buzzfeed,125,0.256
Best stories on Snapchat discover?,Custom,own a car? No,Comedy Central,36,0.074
Best stories on Snapchat discover?,Custom,own a car? No,People,12,0.025
Best stories on Snapchat discover?,Custom,own a car? No,ESPN,54,0.11
Best stories on Snapchat discover?,Custom,own a car? No,Cosmo,65,0.133
Best stories on Snapchat discover?,Custom,own a car? No,Never watched those / other,141,0.288
Best stories on Snapchat discover?,Custom,own a car? Yes,Daily Mail,41,0.047
Best stories on Snapchat discover?,Custom,own a car? Yes,Vice,72,0.082
Best stories on Snapchat discover?,Custom,own a car? Yes,Buzzfeed,220,0.25
Best stories on Snapchat discover?,Custom,own a car? Yes,Comedy Central,71,0.081
